timestamp,x,y,z
1357599376794,-0.2399501,-0.027890682,0.082756996
1357599377142,0.12710303,-0.05807638,0.014824867
1357599377309,0.014191441,0.07480955,0.12671375
1357599377522,0.03190896,-0.16292143,0.0611248
1357599377946,-0.08385917,0.17983675,-0.049715042
1357599379278,-0.10347674,0.06851196,-0.048491955
1357599379449,0.121317565,-0.07363796,0.055111885
1357599379871,-0.14296365,0.026746273,-0.11320925
1357599380362,0.072193846,-0.001947403,0.13197184
1357599380601,-0.054575577,-0.03690386,-0.13258791
1357599381152,0.059194297,0.052355766,0.27809334
1357599381164,-0.052283913,-0.029703617,-0.1669159
1357599381563,-0.024386257,0.081009865,0.13710928
